product_id,price,goods_group,manufacturer
516624,3969.0,Конструктори,LEGO
516658,1868.0,Конструктори,LEGO
528069,649.0,Конструктори,LEGO
528071,949.0,Конструктори,LEGO
528072,1499.0,Конструктори,LEGO
528073,799.0,Конструктори,LEGO
528074,599.0,Конструктори,LEGO
528075,949.0,Конструктори,LEGO
528076,1999.0,Конструктори,LEGO
528077,799.0,Конструктори,LEGO
528091,1031.0,Конструктори,LEGO
528109,1111.0,Конструктори,LEGO
528130,649.0,Конструктори,LEGO
528131,299.0,Конструктори,LEGO
528132,799.0,Конструктори,LEGO
528134,749.0,Конструктори,LEGO
528135,329.0,Конструктори,LEGO
528137,149.0,Конструктори,LEGO
528139,329.0,Конструктори,LEGO
528140,999.0,Конструктори,LEGO
528141,699.0,Конструктори,LEGO
528144,1667.0,Конструктори,LEGO
528205,1798.0,Конструктори,LEGO
528207,479.0,Конструктори,LEGO
532983,129.0,Конструктори,LEGO
529578,499.0,Конструктори,LEGO
529580,999.0,Конструктори,LEGO
529582,2499.0,Конструктори,LEGO
529583,4841.0,Конструктори,LEGO
536601,749.0,Конструктори,LEGO
536603,1428.0,Конструктори,LEGO
536604,578.0,Конструктори,LEGO
536605,658.0,Конструктори,LEGO
536611,899.0,Конструктори,LEGO
536612,699.0,Конструктори,LEGO
536613,1999.0,Конструктори,LEGO
536614,4199.0,Конструктори,LEGO
536616,999.0,Конструктори,LEGO
536618,699.0,Конструктори,LEGO
536640,1349.0,Конструктори,LEGO
536654,1984.0,Конструктори,LEGO
536655,2778.0,Конструктори,LEGO
536656,3969.0,Конструктори,LEGO
536657,6351.0,Конструктори,LEGO
537743,2996.0,Конструктори,LEGO
537750,2858.0,Конструктори,LEGO
537756,1429.0,Конструктори,LEGO
537758,3413.0,Конструктори,LEGO
537760,10321.0,Конструктори,LEGO
537761,1159.0,Конструктори,LEGO
540899,1111.0,Конструктори,LEGO
540901,2580.0,Конструктори,LEGO
540903,1349.0,Конструктори,LEGO
540913,349.0,Конструктори,LEGO
540914,349.0,Конструктори,LEGO
540915,999.0,Конструктори,LEGO
540916,329.0,Конструктори,LEGO
540917,579.0,Конструктори,LEGO
540918,949.0,Конструктори,LEGO
540919,1699.0,Конструктори,LEGO
540920,329.0,Конструктори,LEGO
540944,329.0,Конструктори,LEGO
540945,649.0,Конструктори,LEGO
540946,699.0,Конструктори,LEGO
540963,1111.0,Конструктори,LEGO
540965,2259.0,Конструктори,LEGO
540968,649.0,Конструктори,LEGO
540978,319.0,Конструктори,LEGO
541018,1031.0,Конструктори,LEGO
541019,1699.0,Конструктори,LEGO
541020,2143.0,Конструктори,LEGO
541021,4287.0,Конструктори,LEGO
541023,649.0,Конструктори,LEGO
541030,2381.0,Конструктори,LEGO
541032,1829.0,Конструктори,LEGO
541045,319.0,Конструктори,LEGO
541046,599.0,Конструктори,LEGO
540986,599.0,Конструктори,LEGO
541060,329.0,Конструктори,LEGO
541061,479.0,Конструктори,LEGO
541062,599.0,Конструктори,LEGO
541063,599.0,Конструктори,LEGO
541069,349.0,Конструктори,LEGO
541070,999.0,Конструктори,LEGO
427227,329.0,Дитячі машинки,LENA
487217,360.0,Для активного відпочинку,LENA
487218,360.0,Для активного відпочинку,LENA
439541,810.0,Дитячі машинки,LENA
528462,219.0,Дитячі машинки,LENA
514345,149.0,Іграшки для малюків,Nuby
458641,1674.0,Іграшки для малюків,Ocie
481763,1674.0,Іграшки для малюків,Ocie
481764,1674.0,Іграшки для малюків,Ocie
510457,1468.0,Іграшки для малюків,Ocie
510454,1851.0,Іграшки для малюків,Ocie
428234,49.0,Творчість та канцтовари,Rosa
481957,598.0,Творчість та канцтовари,Rosa
482635,569.0,Творчість та канцтовари,Rosa
498172,228.0,Творчість та канцтовари,Rosa
526402,228.0,Творчість та канцтовари,Rosa
526401,228.0,Творчість та канцтовари,Rosa
526400,228.0,Творчість та канцтовари,Rosa
526399,503.0,Творчість та канцтовари,Rosa
526395,475.0,Творчість та канцтовари,Rosa
306419,159.0,Дитячі машинки,Siku
415045,159.0,Дитячі машинки,Siku
338370,189.0,Дитячі машинки,Siku
413983,779.0,Дитячі машинки,Siku
413982,299.0,Дитячі машинки,Siku
504980,799.0,Дитячі машинки,Siku
266876,891.0,Дитячі машинки,Syma
373765,601.0,Дитячі машинки,Syma
514492,1875.0,Дитячі машинки,Syma
458386,299.0,Ігрові фігурки,TMNT
48799,639.0,Іграшки для малюків,TOMY
15890,719.0,Іграшки для малюків,TOMY
48798,279.0,Іграшки для малюків,TOMY
48802,290.0,Іграшки для малюків,TOMY
22730,315.0,Іграшки для малюків,TOMY
519066,449.0,Іграшки для малюків,TOMY
541786,449.0,Дитячі машинки,TOMY
541795,477.0,Іграшки для малюків,TOMY
543700,456.0,Іграшки для малюків,TOMY
115955,140.0,Настільні ігри,Arial
115956,316.0,Настільні ігри,Arial
115959,112.0,Настільні ігри,Arial
272849,84.0,Настільні ігри,Arial
115963,161.0,Настільні ігри,Arial
222298,129.0,Настільні ігри,Arial
316489,136.0,Настільні ігри,Arial
358541,91.0,Настільні ігри,Arial
385710,141.0,Настільні ігри,Arial
316491,214.0,Настільні ігри,Arial
337128,458.0,Творчість та канцтовари,DJECO
337173,279.0,Настільні ігри,DJECO
337193,295.0,Настільні ігри,DJECO
337195,217.0,Настільні ігри,DJECO
337196,217.0,Настільні ігри,DJECO
337197,217.0,Настільні ігри,DJECO
353556,217.0,Настільні ігри,DJECO
373581,217.0,Настільні ігри,DJECO
376534,490.0,Іграшки для малюків,DJECO
373599,483.0,Настільні ігри,DJECO
341634,427.0,Іграшки для малюків,DJECO
410436,159.0,Настільні ігри,DJECO
413063,217.0,Настільні ігри,DJECO
444399,349.0,Настільні ігри,DJECO
444393,799.0,Настільні ігри,DJECO
487251,135.0,Творчість та канцтовари,DJECO
487256,263.0,Настільні ігри,DJECO
487257,263.0,Настільні ігри,DJECO
503608,263.0,Настільні ігри,DJECO
516088,505.0,Іграшки для малюків,DJECO
516095,334.0,Творчість та канцтовари,DJECO
516100,334.0,Іграшки для розвитку,DJECO
516097,505.0,Творчість та канцтовари,DJECO
517365,135.0,Творчість та канцтовари,DJECO
517366,135.0,Творчість та канцтовари,DJECO
503624,801.0,Настільні ігри,DJECO
526579,469.0,Сюжетно-рольові іграшки,DJECO
531549,199.0,Сюжетно-рольові іграшки,DJECO
534551,263.0,Настільні ігри,DJECO
534573,119.0,Сюжетно-рольові іграшки,DJECO
480011,259.0,М’які та інтерактивні іграшки,Fancy
500183,271.0,М’які та інтерактивні іграшки,Fancy
521876,319.0,М’які та інтерактивні іграшки,Fancy
523862,340.0,М’які та інтерактивні іграшки,Fancy
523864,340.0,М’які та інтерактивні іграшки,Fancy
523859,276.0,М’які та інтерактивні іграшки,Fancy
529367,1369.0,Дитячі машинки,Hulna
529368,1369.0,Дитячі машинки,Hulna
529369,1349.0,Дитячі машинки,Hulna
529370,2269.0,Дитячі машинки,Hulna
537245,177.0,Творчість та канцтовари,JOKER
521782,589.0,Дитячі машинки,JP383
521784,589.0,Дитячі машинки,JP383
521791,736.0,Дитячі машинки,JP383
521792,736.0,Дитячі машинки,JP383
521789,1049.0,Дитячі машинки,JP383
437721,298.0,Іграшки для малюків,Janod
437751,358.0,Настільні ігри,Janod
474144,198.0,Настільні ігри,Janod
483919,298.0,Іграшки для малюків,Janod
528651,439.0,Дитячі машинки,Klein
528667,279.0,Сюжетно-рольові іграшки,Klein
528670,579.0,Сюжетно-рольові іграшки,Klein
528671,289.0,Сюжетно-рольові іграшки,Klein
528680,429.0,Сюжетно-рольові іграшки,Klein
303673,919.0,Дитячі машинки,LiXin
482679,69.0,Для активного відпочинку,MONDO
542844,639.0,Ігрові фігурки,Moose
273025,256.0,Іграшки для малюків,Oball
513963,289.0,Для активного відпочинку,Orion
534455,639.0,Для активного відпочинку,Orion
539803,90.0,Ігрові фігурки,Qpeas
516901,149.0,Дитячі машинки,Rhino
132314,449.0,Сюжетно-рольові іграшки,Simba
145700,846.0,Для активного відпочинку,Simba
278377,266.0,Для активного відпочинку,Simba
205387,249.0,Ігрові фігурки,Simba
388703,282.0,Сюжетно-рольові іграшки,Simba
512700,13.0,Для активного відпочинку,Simba
512699,27.0,Для активного відпочинку,Simba
512701,27.0,Для активного відпочинку,Simba
517178,387.0,Для активного відпочинку,Simba
523020,539.0,Сюжетно-рольові іграшки,Simba
457353,1638.0,Сюжетно-рольові іграшки,Smoby
509840,10649.0,Для активного відпочинку,Smoby
518842,1631.0,Сюжетно-рольові іграшки,Smoby
534170,439.0,Ляльки,Smoby
534172,1059.0,Ляльки,Smoby
535402,1199.0,Для активного відпочинку,Smoby
535403,1199.0,Для активного відпочинку,Smoby
538190,2401.0,Сюжетно-рольові іграшки,Smoby
538333,1624.0,Ляльки,Smoby
538334,2699.0,Ляльки,Smoby
533320,2719.0,Ігрові фігурки,TOBOT
533321,558.0,Ігрові фігурки,TOBOT
533323,471.0,Ігрові фігурки,TOBOT
533324,558.0,Ігрові фігурки,TOBOT
533326,558.0,Ігрові фігурки,TOBOT
533327,1162.0,Ігрові фігурки,TOBOT
533328,1162.0,Ігрові фігурки,TOBOT
533330,744.0,Ігрові фігурки,TOBOT
533331,744.0,Ігрові фігурки,TOBOT
533332,1395.0,Ігрові фігурки,TOBOT
533334,1232.0,Ігрові фігурки,TOBOT
533335,1699.0,Ігрові фігурки,TOBOT
533338,1859.0,Ігрові фігурки,TOBOT
533340,2185.0,Ігрові фігурки,TOBOT
474170,879.0,Ляльки,TODSY
474172,1672.0,Ляльки,TODSY
474175,275.0,Ляльки,TODSY
474177,256.0,Ляльки,TODSY
541799,179.0,Іграшки для малюків,Tinti
514788,29.0,Творчість та канцтовари,Tinto
514789,29.0,Творчість та канцтовари,Tinto
514763,99.0,Сюжетно-рольові іграшки,Tinto
514764,99.0,Сюжетно-рольові іграшки,Tinto
517772,20.0,Творчість та канцтовари,Tinto
517798,26.0,Творчість та канцтовари,Tinto
517800,26.0,Творчість та канцтовари,Tinto
517810,26.0,Творчість та канцтовари,Tinto
517797,26.0,Творчість та канцтовари,Tinto
517803,26.0,Творчість та канцтовари,Tinto
517830,26.0,Творчість та канцтовари,Tinto
517834,26.0,Творчість та канцтовари,Tinto
517836,26.0,Творчість та канцтовари,Tinto
517746,20.0,Творчість та канцтовари,Tinto
517761,20.0,Творчість та канцтовари,Tinto
517774,20.0,Творчість та канцтовари,Tinto
517814,26.0,Творчість та канцтовари,Tinto
170810,148.0,Настільні ігри,Trefl
431964,85.0,Настільні ігри,Trefl
431975,12.0,Настільні ігри,Trefl
460455,112.0,Настільні ігри,Trefl
285589,161.0,Настільні ігри,Trefl
145181,12.0,Настільні ігри,Trefl
460486,48.0,Настільні ігри,Trefl
460488,48.0,Настільні ігри,Trefl
469627,108.0,Настільні ігри,Trefl
469639,218.0,Настільні ігри,Trefl
469660,76.0,Настільні ігри,Trefl
469684,12.0,Настільні ігри,Trefl
469685,12.0,Настільні ігри,Trefl
469687,12.0,Настільні ігри,Trefl
481988,85.0,Настільні ігри,Trefl
481993,12.0,Настільні ігри,Trefl
331982,275.0,Настільні ігри,Trefl
500219,152.0,Настільні ігри,Trefl
518286,133.0,Настільні ігри,Trefl
518266,104.0,Настільні ігри,Trefl
518271,142.0,Настільні ігри,Trefl
535809,218.0,Настільні ігри,Trefl
535830,275.0,Настільні ігри,Trefl
538415,218.0,Настільні ігри,Trefl
538436,408.0,Настільні ігри,Trefl
538443,19.0,Настільні ігри,Trefl
538444,28.0,Настільні ігри,Trefl
538425,85.0,Настільні ігри,Trefl
542452,228.0,Настільні ігри,Trefl
542493,171.0,Настільні ігри,Trefl
514820,119.0,Для активного відпочинку,UNICE
37555,869.0,Дитячі машинки,WADER
21636,198.0,Для активного відпочинку,WADER
65706,1215.0,Дитячі машинки,WADER
69648,1026.0,Ляльки,WADER
14708,794.0,Дитячі машинки,WADER
71293,728.0,Дитячі машинки,WADER
293789,81.0,Іграшки для малюків,WADER
369863,389.0,Для активного відпочинку,WADER
369864,765.0,Сюжетно-рольові іграшки,WADER
370123,369.0,Для активного відпочинку,WADER
466959,297.0,Дитячі машинки,WADER
466960,267.0,Дитячі машинки,WADER
412282,90.0,Дитячі машинки,WADER
412283,63.0,Дитячі машинки,WADER
522940,228.0,Іграшки для малюків,WADER
526916,310.0,Дитячі машинки,WADER
526925,356.0,Дитячі машинки,WADER
526926,365.0,Дитячі машинки,WADER
526927,356.0,Дитячі машинки,WADER
522956,63.0,Іграшки для малюків,WADER
531213,45.0,Іграшки для малюків,WADER
531214,153.0,Іграшки для малюків,WADER
531934,149.0,Для активного відпочинку,WADER
531937,149.0,Для активного відпочинку,WADER
531942,149.0,Для активного відпочинку,WADER
523215,399.0,Ігрові фігурки,Wenno
523216,399.0,Ігрові фігурки,Wenno
523217,399.0,Ігрові фігурки,Wenno
523220,199.0,Ігрові фігурки,Wenno
19784,809.0,М’які та інтерактивні іграшки,AURORA
29109,1088.0,М’які та інтерактивні іграшки,AURORA
24307,1088.0,М’які та інтерактивні іграшки,AURORA
119988,3348.0,М’які та інтерактивні іграшки,AURORA
33120,893.0,М’які та інтерактивні іграшки,AURORA
528561,372.0,М’які та інтерактивні іграшки,AURORA
528562,428.0,М’які та інтерактивні іграшки,AURORA
528565,428.0,М’які та інтерактивні іграшки,AURORA
528568,279.0,М’які та інтерактивні іграшки,AURORA
528571,399.0,М’які та інтерактивні іграшки,AURORA
528229,372.0,М’які та інтерактивні іграшки,AURORA
528238,372.0,М’які та інтерактивні іграшки,AURORA
542890,279.0,Іграшки для малюків,B kids
510224,749.0,Ляльки,BAOBAB
474001,329.0,Ігрові фігурки,BATMAN
506597,899.0,Ляльки,Barbie
506637,599.0,Ляльки,Barbie
519340,599.0,Ляльки,Barbie
519298,349.0,Ляльки,Barbie
519299,349.0,Ляльки,Barbie
519307,449.0,Ляльки,Barbie
519334,749.0,Ляльки,Barbie
519335,749.0,Ляльки,Barbie
519314,299.0,Ляльки,Barbie
519397,279.0,Ляльки,Barbie
519395,499.0,Ляльки,Barbie
522685,279.0,Ляльки,Barbie
522670,249.0,Ляльки,Barbie
522677,129.0,Ляльки,Barbie
522678,129.0,Ляльки,Barbie
521964,799.0,Ляльки,Barbie
519402,999.0,Ляльки,Barbie
520956,999.0,Ляльки,Barbie
519401,799.0,Ляльки,Barbie
521943,799.0,Ляльки,Barbie
524930,1799.0,Ляльки,Barbie
525065,1799.0,Ляльки,Barbie
523244,5499.0,Ляльки,Barbie
531342,149.0,Ляльки,Barbie
531345,449.0,Ляльки,Barbie
532216,1399.0,Ляльки,Barbie
532162,999.0,Ляльки,Barbie
532204,399.0,Ляльки,Barbie
532173,799.0,Ляльки,Barbie
532200,299.0,Ляльки,Barbie
532469,399.0,Ляльки,Barbie
532178,899.0,Ляльки,Barbie
532212,699.0,Ляльки,Barbie
532213,699.0,Ляльки,Barbie
532214,699.0,Ляльки,Barbie
532187,249.0,Ляльки,Barbie
532189,249.0,Ляльки,Barbie
532180,1499.0,Ляльки,Barbie
532177,719.0,Ляльки,Barbie
534064,799.0,Ляльки,Barbie
534065,799.0,Ляльки,Barbie
541356,349.0,Ляльки,Barbie
541357,349.0,Ляльки,Barbie
126542,1253.0,Дитячі машинки,Bruder
126524,826.0,Дитячі машинки,Bruder
126526,657.0,Дитячі машинки,Bruder
126548,1308.0,Дитячі машинки,Bruder
165477,1341.0,Дитячі машинки,Bruder
202374,1521.0,Дитячі машинки,Bruder
202375,898.0,Дитячі машинки,Bruder
126522,665.0,Дитячі машинки,Bruder
215666,1125.0,Дитячі машинки,Bruder
215667,1348.0,Дитячі машинки,Bruder
234668,1149.0,Дитячі машинки,Bruder
215668,2199.0,Дитячі машинки,Bruder
383861,841.0,Дитячі машинки,Bruder
461467,1197.0,Дитячі машинки,Bruder
383865,2142.0,Дитячі машинки,Bruder
470786,1031.0,Дитячі машинки,Bruder
517926,345.0,Дитячі машинки,Bruder
47542,1349.0,Іграшки для малюків,Chicco
183577,669.0,Іграшки для малюків,Chicco
151587,1399.0,Іграшки для малюків,Chicco
307243,579.0,Іграшки для малюків,Chicco
461908,179.0,Іграшки для малюків,Chicco
484316,459.0,Іграшки для малюків,Chicco
505432,1299.0,Іграшки для малюків,Chicco
505442,1199.0,Сюжетно-рольові іграшки,Chicco
505443,1199.0,Сюжетно-рольові іграшки,Chicco
505434,1089.0,Сюжетно-рольові іграшки,Chicco
526887,299.0,Іграшки для малюків,Chicco
526898,299.0,Дитячі машинки,Chicco
482696,420.0,Іграшки для малюків,Cubika
537796,219.0,Іграшки для малюків,Cubika
538543,299.0,Іграшки для малюків,Cubika
538547,519.0,Іграшки для малюків,Cubika
539969,289.0,Сюжетно-рольові іграшки,Cubika
498345,17.0,Для активного відпочинку,DULCOP
516253,17.0,Для активного відпочинку,DULCOP
527723,199.0,Ляльки,"Ddung "
527733,599.0,Ляльки,"Ddung "
539117,1599.0,М’які та інтерактивні іграшки,Dimian
517727,26.0,Подарунки,EVENTA
517724,26.0,Подарунки,EVENTA
517730,26.0,Подарунки,EVENTA
517717,35.0,Подарунки,EVENTA
517710,35.0,Подарунки,EVENTA
517732,35.0,Подарунки,EVENTA
481298,648.0,Ігрові фігурки,Frozen
487979,359.0,Сюжетно-рольові іграшки,Gonher
393807,635.0,Настільні ігри,Granna
455244,299.0,Настільні ігри,Granna
455047,178.0,Настільні ігри,Granna
461024,279.0,Настільні ігри,Granna
504055,599.0,Настільні ігри,Granna
510395,349.0,Настільні ігри,Granna
527244,699.0,Настільні ігри,Granna
527402,319.0,Настільні ігри,Granna
534866,849.0,Настільні ігри,Hasbro
538136,139.0,Ігрові фігурки,Hasbro
450895,184.0,Дитячі машинки,Maisto
450897,302.0,Дитячі машинки,Maisto
230296,90.0,Дитячі машинки,Maisto
191367,221.0,Дитячі машинки,Maisto
503165,126.0,Дитячі машинки,Maisto
503169,208.0,Дитячі машинки,Maisto
503170,398.0,Дитячі машинки,Maisto
157052,258.0,Дитячі машинки,Maisto
533182,501.0,Дитячі машинки,Maisto
488615,449.0,Для активного відпочинку,Micasa
488617,577.0,Для активного відпочинку,Micasa
461469,418.0,М’які та інтерактивні іграшки,Orange
461480,502.0,М’які та інтерактивні іграшки,Orange
504527,249.0,М’які та інтерактивні іграшки,Orange
529384,893.0,М’які та інтерактивні іграшки,Orange
529391,1116.0,М’які та інтерактивні іграшки,Orange
529395,1209.0,М’які та інтерактивні іграшки,Orange
529732,530.0,М’які та інтерактивні іграшки,Orange
540337,199.0,Іграшки для малюків,Quokka
540346,139.0,Іграшки для малюків,Quokka
503787,258.0,Сюжетно-рольові іграшки,Redbox
38445,49.0,Конструктори,Revell
483078,689.0,Конструктори,Revell
342222,379.0,Конструктори,Revell
212418,209.0,Конструктори,Revell
515755,209.0,Конструктори,Revell
413166,199.0,Конструктори,Revell
538865,454.0,Конструктори,Revell
61630,649.0,Настільні ігри,Tactic
461025,617.0,Настільні ігри,Tactic
461026,229.0,Настільні ігри,Tactic
482142,399.0,Настільні ігри,Tactic
498166,526.0,Настільні ігри,Tactic
498169,649.0,Настільні ігри,Tactic
527241,599.0,Настільні ігри,Tactic
527242,249.0,Настільні ігри,Tactic
439742,39.0,Творчість та канцтовари,Upixel
439744,39.0,Творчість та канцтовари,Upixel
439745,39.0,Творчість та канцтовари,Upixel
439753,39.0,Творчість та канцтовари,Upixel
454384,39.0,Творчість та канцтовари,Upixel
487264,599.0,Творчість та канцтовари,Upixel
534200,505.0,Творчість та канцтовари,Upixel
254276,586.0,Ігрові фігурки,WowWee
503176,540.0,Ігрові фігурки,WowWee
527457,1469.0,Ігрові фігурки,WowWee
527458,1494.0,Ігрові фігурки,WowWee
527459,1479.0,Ігрові фігурки,WowWee
523528,310.0,М’які та інтерактивні іграшки,Zoomer
523529,310.0,М’які та інтерактивні іграшки,Zoomer
523741,199.0,Ляльки,Ася
523742,199.0,Ляльки,Ася
516824,933.0,Для активного відпочинку,Babyhit
535130,2100.0,Іграшки для малюків,Babyhit
535132,2219.0,Іграшки для малюків,Babyhit
535134,649.0,Іграшки для малюків,Babyhit
535152,1229.0,Іграшки для малюків,Babyhit
294166,987.0,Конструктори,"Battat "
294163,497.0,Іграшки для малюків,"Battat "
294155,999.0,Іграшки для малюків,"Battat "
294157,1455.0,Іграшки для малюків,"Battat "
294171,1455.0,Сюжетно-рольові іграшки,"Battat "
294160,995.0,Іграшки для малюків,"Battat "
376490,499.0,Іграшки для малюків,"Battat "
376491,425.0,Для активного відпочинку,"Battat "
376492,425.0,Для активного відпочинку,"Battat "
376510,655.0,Для активного відпочинку,"Battat "
405395,995.0,Сюжетно-рольові іграшки,"Battat "
405397,925.0,Творчість та канцтовари,"Battat "
405394,495.0,Іграшки для малюків,"Battat "
428251,165.0,Для активного відпочинку,"Battat "
428263,165.0,Для активного відпочинку,"Battat "
421782,99.0,Іграшки для малюків,"Battat "
428252,195.0,Іграшки для малюків,"Battat "
469994,397.0,Іграшки для малюків,"Battat "
469995,499.0,Для активного відпочинку,"Battat "
491455,1455.0,Сюжетно-рольові іграшки,"Battat "
491454,495.0,Іграшки для малюків,"Battat "
491460,445.0,Іграшки для малюків,"Battat "
506734,655.0,Для активного відпочинку,"Battat "
491458,545.0,Іграшки для малюків,"Battat "
510973,255.0,Іграшки для малюків,"Battat "
510975,255.0,Іграшки для малюків,"Battat "
510969,755.0,Для активного відпочинку,"Battat "
510977,755.0,Для активного відпочинку,"Battat "
518688,359.0,Іграшки для малюків,"Battat "
518690,359.0,Іграшки для малюків,"Battat "
518685,399.0,Іграшки для малюків,"Battat "
520951,3950.0,Іграшки для малюків,"Battat "
530958,655.0,Для активного відпочинку,"Battat "
